OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed
36575,19782,KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,NA,US,US-WY,Evanston,no,KEVW,EVW,EVW,,,,ASOS,120,7300,100,ASP,1,0
36576,19783,KEVY,small_airport,Summit Airport,39.520401,-75.720398,70,NA,US,US-DE,Middletown,no,KEVY,,EVY,,https://en.wikipedia.org/wiki/Summit_Airport_(Delaware),N92,PHILADELPHIA APP/DEP,118.35,3600,200,GRE,1,0
36577,3519,KEWB,medium_airport,New Bedford Regional Airport,41.6761016845703,-70.956901550293,80,NA,US,US-MA,New Bedford,yes,KEWB,EWB,EWB,,https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport,,PROVIDENCE APP/DEP,128.7,4997,150,ASP,1,0
36578,19784,KEWK,small_airport,Newton City-County Airport,38.0582008362,-97.2744979858,1533,NA,US,US-KS,Newton,no,KEWK,EWK,EWK,http://www.newtonkansas.com/index.aspx?page=40,https://en.wikipedia.org/wiki/Newton_City/County_Airport,,WICHITA APP/DEP,125.5,3501,60,ASP,1,0
36579,3520,KEWN,medium_airport,Coastal Carolina Regional Airport,35.0730018616,-77.0429000854,18,NA,US,US-NC,New Bern,yes,KEWN,EWN,EWN,,https://en.wikipedia.org/wiki/Craven_County_Regional_Airport,,CHERRY POINT APP/DEP,119.35,6004,150,ASP,1,0
36580,3521,KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,18,NA,US,US-NJ,Newark,yes,KEWR,EWR,EWR,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC",NEW YORK APP,127.6,11000,150,ASP,1,0
36581,19785,KEXX,small_airport,Davidson County Executive Airport,35.781101,-80.303802,733,NA,US,US-NC,Lexington,no,KEXX,,EXX,,https://en.wikipedia.org/wiki/Davidson_County_Airport,,GREENSBORO APP/DEP,118.5,5000,100,ASP,1,0
36582,19786,KEYE,small_airport,Eagle Creek Airpark,39.830699920654,-86.294403076172,823,NA,US,US-IN,Indianapolis,no,KEYE,,EYE,,https://en.wikipedia.org/wiki/Eagle_Creek_Airpark,I14,INDIANAPOLIS APP/DEP,119.05,4200,75,ASP,1,0
36583,19787,KEYF,small_airport,Curtis L Brown Jr Field,34.60179901,-78.57929993,131,NA,US,US-NC,Elizabethtown,no,KEYF,,EYF,http://elizabethtownairport.org/,https://en.wikipedia.org/wiki/Curtis_L._Brown_Jr._Field,4W1,AWOS 3,119.475,5001,75,ASP,1,0
36585,3522,KEYW,medium_airport,Key West International Airport,24.556101,-81.759598,3,NA,US,US-FL,Key West,yes,KEYW,EYW,EYW,,https://en.wikipedia.org/wiki/Key_West_International_Airport,,NAVY KEY WEST,124.45,4801,100,ASP,1,0
36587,19790,KEZI,small_airport,Kewanee Municipal Airport,41.2052,-89.963898,858,NA,US,US-IL,Kewanee,no,KEZI,,EZI,,,,QUAD CITY APP/DEP,118.2,3200,60,ASP,1,0
36588,19791,KEZM,small_airport,Heart of Georgia Regional Airport,32.2141990661621,-83.1279983520508,304,NA,US,US-GA,Eastman,no,KEZM,,EZM,,,,ATLANTA APP/DEP,119.6,6506,100,ASP,1,0
36589,18752,KEZS,small_airport,Shawano Municipal Airport,44.787514,-88.560481,813,NA,US,US-WI,Shawano,no,KEZS,,EZS,https://shawanoairport.com/,https://en.wikipedia.org/wiki/Shawano_Municipal_Airport,Formerly 3WO,GREEN BAY APP/DEP,119.4,3900,75,ASP,1,0
36590,19792,KEZZ,small_airport,Cameron Memorial Airport,39.7276,-94.276398,1040,NA,US,US-MO,Shoal Township,no,KEZZ,,EZZ,,,,KANSAS CITY APP/DEP,119,4000,75,CON,1,0
36591,19793,KF00,small_airport,Jones Field,33.6128,-96.179298,618,NA,US,US-TX,Bonham,no,,,F00,,,,FORT WORTH CNTR,127.6,4000,75,ASP,1,0
36594,19796,KF05,small_airport,Wilbarger County Airport,34.2257003784,-99.2837982178,1265,NA,US,US-TX,Vernon,no,F05,WIB,F05,http://www.co.wilbarger.tx.us/Airport2.htm,https://en.wikipedia.org/wiki/Wilbarger_County_Airport,,ALTUS APP/DEP,125.1,5099,100,ASP,1,0
36596,19798,KF08,small_airport,Eufaula Municipal Airport,35.298043,-95.627378,635,NA,US,US-OK,Eufaula,no,,,F08,http://www.cityofeufaulaok.com/eufaula-municipal-airport.html,,,CTAF,122.9,3000,40,ASP,1,0
36597,19799,KF10,small_airport,Henryetta Municipal Airport,35.4068984985352,-96.0158004760742,849,NA,US,US-OK,Henryetta,no,KF10,,F10,,,,FORT WORTH CNTR,132.2,3501,50,ASP,1,0
36598,19801,KF14,small_airport,Wichita Valley Airport,33.947701,-98.616699,1005,NA,US,US-TX,Wichita Falls,no,,,F14,,,,SHEPPARD APP/DEP,118.2,3050,100,GRS,0,0
36601,19804,KF22,small_airport,Perry Municipal Airport,36.3856010437012,-97.2771987915039,1002,NA,US,US-OK,Perry,no,KF22,,F22,,,,KANSAS CITY CNTR,127.8,5200,150,ASP,0,1
36602,19805,KF24,small_airport,Minden Airport,32.646,-93.298103,278,NA,US,US-LA,Minden,no,KMNE,,MNE,,,"F24, Minden Webster",SHREVEPORT APP/DEP,118.6,5001,75,ASP,1,0
36603,19807,KF29,small_airport,Clarence E Page Municipal Airport,35.48809814,-97.82360077,1354,NA,US,US-OK,Oklahoma City,no,KRCE,,RCE,,,,OKE CITY APP/DEP,124.6,3503,75,ASP,1,0
36604,19808,KF30,small_airport,Sulphur Municipal Airport,34.5245018005371,-96.9897003173828,1051,NA,US,US-OK,Sulphur,no,KF30,,F30,,,,CTAF,122.9,3500,60,ASP,1,0
36605,19809,KF31,small_airport,Lake Texoma State Park Airport,33.9910011291504,-96.6427993774414,693,NA,US,US-OK,Kingston,no,KF31,,F31,,,,CTAF/UNICOM,122.8,3000,50,ASP,1,0
36606,19810,KF32,small_airport,Healdton Municipal Airport,34.2492980957031,-97.4738998413086,956,NA,US,US-OK,Healdton,no,KF32,,F32,,,,CTAF,122.9,3000,50,ASP,0,0
36607,19811,KF34,small_airport,Firebaugh Airport,36.860000610352,-120.46399688721,157,NA,US,US-CA,Firebaugh,no,F34,,F34,,https://en.wikipedia.org/wiki/Firebaugh_Airport,Q49,NORCAL APP/DEP,120.95,3102,60,ASP,1,0
36608,19812,KF35,small_airport,Possum Kingdom Airport,32.9231986999512,-98.4364013671875,1008,NA,US,US-TX,Graford,no,KF35,,F35,,,,FORT WORTH CNTR,127,3202,60,ASP,1,0
36610,19814,KF37,small_airport,Carrizozo Municipal Airport,33.6488990783691,-105.896003723145,5371,NA,US,US-NM,Carrizozo,no,KF37,,F37,,,,CTAF/UNICOM,122.8,4900,75,ASP,1,0
36611,19815,KF41,small_airport,Ennis Municipal Airport,32.3297004699707,-96.6639022827148,500,NA,US,US-TX,Ennis,no,KF41,,F41,,,,RGNL APP/DEP,125.2,3999,50,ASP,1,0
36612,19816,KF43,small_airport,El Dorado Downtown Airport-Stevens Field,33.1912,-92.6632,256,NA,US,US-AR,El Dorado,no,KF43,,F43,,,,UNICOM,122.8,3000,60,ASP,1,0
36613,19817,KF44,small_airport,Athens Municipal Airport,32.1637992858887,-95.8283996582031,444,NA,US,US-TX,Athens,no,,,F44,,,,FORT WORTH CNTR,135.25,3988,60,ASP,1,0
36614,19818,KF45,small_airport,North Palm Beach County General Aviation Airport,26.84440041,-80.22129822,22,NA,US,US-FL,West Palm Beach,no,KF45,,F45,,,,PALM BEACH APP/DEP,124.6,3700,75,GRS,0,0
36615,19819,KF46,small_airport,Rockwall Municipal Airport,32.9305992126465,-96.4355010986328,574,NA,US,US-TX,Rockwall,no,,,F46,,,,RGNL APP/DEP,124.3,3373,45,ASP,1,0
36616,19820,KF47,small_airport,St George Island Airport,29.6459999084473,-84.9166030883789,3,NA,US,US-FL,Apalachicola,no,KF47,,F47,,,,CTAF,122.9,3500,65,ASP,0,0
36618,19822,KF49,small_airport,Slaton Municipal Airport,33.4847984313965,-101.661003112793,3123,NA,US,US-TX,Slaton,no,KF49,,F49,,,,CTAF/UNICOM,123,4245,75,ASP,1,0
36619,19823,KF51,small_airport,Winnsboro Municipal Airport,32.9388008117676,-95.2789001464844,513,NA,US,US-TX,Winnsboro,no,KF51,,F51,,,,LONGVIEW APP/DEP,128.75,3213,50,ASP,1,0
36620,19824,KF53,small_airport,Franklin County Airport,33.2154007,-95.23739624,412,NA,US,US-TX,Mount Vernon,no,KF53,,F53,,,,FORT WORTH CNTR,132.85,3900,60,ASP,1,0
36622,19826,KF62,small_airport,Hayfork Airport,40.547100067139,-123.18199920654,2321,NA,US,US-CA,Hayfork,no,F62,,F62,,https://en.wikipedia.org/wiki/Hayfork_Airport,Q72,CTAF/UNICOM,122.8,4115,60,ASP,1,0
36623,19827,KF68,small_airport,Anadarko Municipal Airport,35.0522003173828,-98.2642974853516,1286,NA,US,US-OK,Anadarko,no,KF68,,F68,,,,CTAF,122.9,3100,50,ASP,1,0
36624,19828,KF69,small_airport,Air Park Dallas Airport,33.023499,-96.836899,695,NA,US,US-TX,Dallas,no,,,F69,,https://en.wikipedia.org/wiki/Air_Park-Dallas_Airport,,CTAF,122.9,3080,30,ASP,1,0
36625,19829,KF70,small_airport,French Valley Airport,33.5742,-117.127998,1350,NA,US,US-CA,Murrieta,no,KF70,RBK,F70,http://www.rcfva.com/,https://en.wikipedia.org/wiki/French_Valley_Airport,,MARCH APP/DEP,133.5,6000,75,ASP,1,0
36626,19830,KF72,small_airport,Franklin Field,38.304901123047,-121.43000030518,21,NA,US,US-CA,Franklin,no,F72,,F72,http://www.sacramento.aero/f72/about/,https://en.wikipedia.org/wiki/Franklin_Field_(California),Q53,CTAF,122.9,3100,60,ASP,0,0
36627,19831,KF75,small_airport,Harrison Field of Knox City Airport,33.436933,-99.815842,1500,NA,US,US-TX,Knox City,no,KF75,,F75,,,,CTAF,122.9,3200,50,ASP,1,0
36630,19834,KF84,small_airport,Stigler Regional Airport,35.289101,-95.093903,599,NA,US,US-OK,Stigler,no,KGZL,,GZL,,,,FORT WORTH CNTR,132.2,3612,60,ASP,1,0
36632,19836,KF86,small_airport,Caldwell Parish Airport,32.12216,-92.05452,67,NA,US,US-LA,Columbia,no,KF86,,F86,,,,CTAF,122.9,3500,75,ASP,1,0
36634,19838,KF88,small_airport,Jonesboro Airport,32.202,-92.732903,256,NA,US,US-LA,Jonesboro,no,KF88,,F88,,,,MONROE APP/DEP,126.9,3203,75,ASP,1,0
36635,19839,KF89,small_airport,Winnsboro Municipal Airport,32.153,-91.698588,76,NA,US,US-LA,Winnsboro,no,,,F89,,,,CTAF/UNICOM,122.8,3000,75,ASP,1,0
36636,19840,KF97,small_airport,Seagraves Airport,32.9546012878418,-102.541000366211,3366,NA,US,US-TX,Seagraves,no,KF97,,F97,,,,CTAF,122.9,4010,70,ASP,1,0
36637,19841,KF98,small_airport,Yoakum County Airport,33.21730042,-102.8300018,3704,NA,US,US-TX,Plains,no,KF98,,F98,,,,CTAF,122.9,5001,75,ASP,0,0
36638,19842,KF99,small_airport,Holdenville Municipal Airport,35.08589935,-96.41670227,861,NA,US,US-OK,Holdenville,no,KF99,,F99,,,,FORT WORTH CNTR,132.2,3200,100,CON,0,1
36639,19843,KFAF,medium_airport,Felker Army Air Field,37.1325,-76.608803,12,NA,US,US-VA,Newport News (Fort Eustis),no,KFAF,FAF,FAF,,,,NORFOLK APP/DEP,125.7,3020,75,ASP,1,0
36640,19844,KFAM,small_airport,Farmington Regional Airport,37.76110077,-90.4285965,946,NA,US,US-MO,Farmington,no,KFAM,FAM,FAM,http://farmington-mo.gov/airport.cfm,,,AWOS 3,119.275,4221,75,CON,1,0
36641,3523,KFAR,medium_airport,Hector International Airport,46.9207000732422,-96.815803527832,902,NA,US,US-ND,Fargo,yes,KFAR,FAR,FAR,http://www.fargoairport.com/,https://en.wikipedia.org/wiki/Hector_International_Airport,"119th Wing, Happy Hooligans",FARGO APP/DEP,120.4,6300,100,CON,1,0
36642,3524,KFAT,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,336,NA,US,US-CA,Fresno,yes,KFAT,FAT,FAT,https://flyfresno.com/,https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,,APP/DEP,35.195,9217,150,ASP,1,0
36643,3525,KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189,NA,US,US-NC,Fayetteville,yes,KFAY,FAY,FAY,,https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,,APP/DEP,125.175,7712,150,ASP,1,0
36644,3526,KFBG,medium_airport,Simmons Army Air Field,35.13180161,-78.93669891,244,NA,US,US-NC,Fort Bragg,no,KFBG,FBG,FBG,,https://en.wikipedia.org/wiki/Simmons_Army_Airfield,,FAYETTEVILLE APP/DEP,133,4650,100,ASP,1,0
36645,19845,KFBL,small_airport,Faribault Municipal Airport-Liz Wall Strohfus Field,44.32844,-93.312534,1060,NA,US,US-MN,Faribault,no,KFBL,FBL,FBL,http://www.faribault.org/departments/publicworks/airport,,Faribault Municipal,MINNEAPOLIS APP/DEP,125,4254,72,ASP,1,0
36646,19846,KFBR,small_airport,Fort Bridger Airport,41.3918991089,-110.406997681,7034,NA,US,US-WY,Fort Bridger,no,KFBR,FBR,FBR,,,,AWOS 2,118.8,6402,80,ASP,1,0
36648,19848,KFCH,small_airport,Fresno Chandler Executive Airport,36.732399,-119.82,279,NA,US,US-CA,Fresno,no,KFCH,FCH,FCH,https://flyfresno.com/chandler-executive/,https://en.wikipedia.org/wiki/Fresno_Chandler_Executive_Airport,,APP,119,3630,75,ASPH-G,0,0
36649,19849,KFCI,small_airport,Richmond Executive-Chesterfield County Airport,37.406502,-77.525002,236,NA,US,US-VA,North Chesterfield,no,KFCI,,FCI,https://www.chesterfield.gov/739/Airport,https://en.wikipedia.org/wiki/Chesterfield_County_Airport,,POTOMAC APP,134.7,5500,100,ASP,1,0
36650,19850,KFCM,small_airport,Flying Cloud Airport,44.8272018433,-93.4570999146,906,NA,US,US-MN,Minneapolis,no,KFCM,FCM,FCM,http://www.metroairports.org/General-Aviation/Airports/Flying-Cloud.aspx,https://en.wikipedia.org/wiki/Flying_Cloud_Airport,,MINNEAPOLIS APP/DEP,125,3898,75,ASP,1,0
36651,19851,KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,5838,NA,US,US-CO,Fort Carson,no,KFCS,FCS,FCS,,,,SPRINGS APP/DEP,124,4573,75,ASP,1,0
36653,19853,KFCY,small_airport,Forrest City Municipal Airport,34.9420013428,-90.7750015259,249,NA,US,US-AR,Forrest City,no,KFCY,FCY,FCY,http://www.fly.arkansas.gov/Airports/ForrestCity/FORREST_CITY-2.pdf,https://en.wikipedia.org/wiki/Forrest_City_Municipal_Airport,,MEMPHIS CNTR,135.3,3014,50,ASP,1,0
36654,19854,KFDK,small_airport,Frederick Municipal Airport,39.4175987244,-77.3742980957,303,NA,US,US-MD,Frederick,no,KFDK,FDK,FDK,https://www.cityoffrederick.com/index.aspx?NID=152,https://en.wikipedia.org/wiki/Frederick_Municipal_Airport_(Maryland),,POTOMAC APP/DEP,126.75,5220,100,ASP,1,0
36655,19855,KFDR,small_airport,Frederick Regional Airport,34.35200119,-98.98390198,1258,NA,US,US-OK,Frederick,no,KFDR,FDR,FDR,,https://en.wikipedia.org/wiki/Frederick_Regional_Airport,Frederick Army Airfield,ALTUS APP/DEP,125.1,4800,60,CON,0,0
36656,19856,KFDW,small_airport,Fairfield County Airport,34.3154983520508,-81.1088027954102,577,NA,US,US-SC,Winnsboro,no,KFDW,,FDW,,,,COLUMBIA APP/DEP,133.4,5004,100,ASP,1,0
36657,19857,KFDY,medium_airport,Findlay Airport,41.0135002136,-83.6687011719,813,NA,US,US-OH,Findlay,no,KFDY,FDY,FDY,http://www.ci.findlay.oh.us/?id=56,https://en.wikipedia.org/wiki/Findlay_Airport,,TOLEDO APP/DEP,120.8,5883,100,ASP,1,0
36658,19858,KFEP,small_airport,Albertus Airport,42.2462005615,-89.5820007324,859,NA,US,US-IL,Freeport,no,KFEP,FEP,FEP,http://www.ci.freeport.il.us/business/albertus.htm,http://de.wikipedia.org/wiki/Albertus_Airport,,ROCKFORD APP/DEP,126,5504,100,ASP,1,0
36661,19861,KFFA,small_airport,First Flight Airport,36.0181999207,-75.6713027954,13,NA,US,US-NC,Kill Devil Hills,no,KFFA,FFA,FFA,,https://en.wikipedia.org/wiki/First_Flight_Airport,,CTAF,122.9,3000,60,ASP,0,0
36662,19862,KFFC,small_airport,Peachtree City Falcon Field,33.3572998046875,-84.5718002319336,808,NA,US,US-GA,Atlanta,no,KFFC,,FFC,,,,ATLANTA APP/DEP,119.8,5219,100,ASP,1,0
36664,19864,KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,1183,NA,US,US-MN,Fergus Falls,no,KFFM,FFM,FFM,http://www.ci.fergus-falls.mn.us/index.asp?Type=B_BASIC&SEC=%7B6362A7EF-126F-4694-9568-23D51B3A6337%7D,https://en.wikipedia.org/wiki/Fergus_Falls_Municipal_Airport,,AWOS 3,110.4,5639,100,ASP,1,0
36665,3528,KFFO,medium_airport,Wright-Patterson Air Force Base,39.826099,-84.048302,823,NA,US,US-OH,Dayton,no,KFFO,FFO,FFO,http://www.wpafb.af.mil/,https://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base,"Wilbur Wright Field, Fairfield Air Depot",DAYTON APP/DEP,118.85,12601,300,PEM,1,0
36666,19865,KFFT,small_airport,Capital City Airport,38.181698,-84.906764,806,NA,US,US-KY,Frankfort,no,KFFT,FFT,FFT,http://cca.ky.gov/Pages/default.aspx,https://en.wikipedia.org/wiki/Capital_City_Airport_(Kentucky),,LEXINGTON APP/DEP,120.75,5005,100,ASP,1,0
36667,18690,KFFX,small_airport,Fremont Municipal Airport,43.43930054,-85.99490356,772,NA,US,US-MI,Fremont,no,KFFX,,FFX,,,Formerly 3FM,MUSKEGON APP/DEP,119.8,3502,75,ASP,1,0
36668,19866,KFFZ,small_airport,Falcon Field,33.4608001709,-111.727996826,1394,NA,US,US-AZ,Mesa,no,KFFZ,MSC,FFZ,http://www.falconfieldairport.com/,https://en.wikipedia.org/wiki/Falcon_Field_(Arizona),,PHOENIX APP/DEP,120.7,3799,75,ASP,1,0
36669,18718,KFGU,small_airport,Collegedale Municipal Airport,35.044315,-85.020146,860,NA,US,US-TN,Apison,no,KFGU,,FGU,https://www.collegedaleairport.com/,https://en.wikipedia.org/wiki/Collegedale_Municipal_Airport,3M3,CTAF/UNICOM,122.7,4700,75,ASP,1,0
36670,19867,KFGX,small_airport,Fleming Mason Airport,38.5418014526,-83.7434005737,913,NA,US,US-KY,Flemingsburg,no,KFGX,,FGX,,https://en.wikipedia.org/wiki/Fleming-Mason_Airport,,AWOS 3,118.125,5001,75,ASP,1,0
36671,19868,KFHR,small_airport,Friday Harbor Airport,48.5219993591,-123.024002075,113,NA,US,US-WA,Friday Harbor,yes,KFHR,FRD,FHR,http://www.portfridayharbor.org/?page_id=49,https://en.wikipedia.org/wiki/Friday_Harbor_Airport,,WHIDBEY APP/DEP,118.2,3402,75,ASP,1,0
36672,3529,KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,4719,NA,US,US-AZ,Fort Huachuca / Sierra Vista,yes,KFHU,FHU,FHU,,https://en.wikipedia.org/wiki/Sierra_Vista_Municipal_Airport,"fort huachuca, sierra vista, libby",ASOS,119.675,4285,75,PEM,1,0
36673,19869,KFIG,small_airport,Clearfield Lawrence Airport,41.049032,-78.415003,1516,NA,US,US-PA,Clearfield,no,KFIG,,FIG,,,,ASOS,119.275,4500,75,ASP,1,0
36674,19870,KFIT,small_airport,Fitchburg Municipal Airport,42.5541000366211,-71.7590026855469,348,NA,US,US-MA,Fitchburg,no,KFIT,,FIT,,https://en.wikipedia.org/wiki/Fitchburg_Municipal_Airport,,BOSTON APP/DEP,124.4,3504,75,ASP,0,1
36675,19871,KFKA,small_airport,Fillmore County Airport,43.67679977,-92.17970276,1277,NA,US,US-MN,Preston,no,KFKA,,FKA,,,,ROCHESTER APP/DEP,119.8,4000,75,ASP,1,0
36676,19872,KFKL,medium_airport,Venango Regional Airport,41.3778991699,-79.8603973389,1540,NA,US,US-PA,Franklin,no,KFKL,FKL,FKL,,https://en.wikipedia.org/wiki/Venango_Regional_Airport,,YOUNGSTOWN APP/DEP,133.95,5200,150,ASP,1,0
36677,19873,KFKN,small_airport,Franklin Regional Airport,36.698101,-76.903801,41,NA,US,US-VA,Franklin,no,KFKN,FKN,FKN,http://www.franklinva.com/index.php?option=com_content&view=article&id=30&Itemid=168,https://en.wikipedia.org/wiki/Franklin_Municipal%E2%80%93John_Beverly_Rose_Airport,Franklin Municipal-John Beverly Rose,NORFOLK APP/DEP,127.9,4977,100,ASP,1,0
36679,19875,KFKS,small_airport,Frankfort Dow Memorial Field,44.6251983642578,-86.200798034668,633,NA,US,US-MI,Frankfort,no,KFKS,,FKS,,,,AWOS 3,118.325,4050,75,ASP,1,0
36680,19876,KFLD,small_airport,Fond du Lac County Airport,43.7711982727,-88.4884033203,808,NA,US,US-WI,Fond du Lac,no,KFLD,FLD,FLD,http://www.fdlco.wi.gov/departments/departments-a-e/airport,https://en.wikipedia.org/wiki/Fond_du_Lac_County_Airport,,ASOS,134,3602,75,ASP,1,0
36681,3530,KFLG,medium_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,7014,NA,US,US-AZ,Flagstaff,yes,KFLG,FLG,FLG,,https://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport,,ATIS,125.8,6999,150,ASP,1,0
36682,3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,NA,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport,"MFW, South Florida",MIAMI APP,118.1,9000,150,ASP,1,0
36683,3532,KFLO,medium_airport,Florence Regional Airport,34.1853981018066,-79.7238998413086,146,NA,US,US-SC,Florence,yes,KFLO,FLO,FLO,,https://en.wikipedia.org/wiki/Florence_Regional_Airport,,APP DEP,118.6,5999,150,ASP,1,0
36684,19877,KFLP,small_airport,Marion County Regional Airport,36.29090118,-92.59030151,719,NA,US,US-AR,Flippin,no,KFLP,FLP,FLP,http://www.marioncountyairport.com/default.htm,https://en.wikipedia.org/wiki/Marion_County_Regional_Airport,,AWOS 3,132.075,5000,75,ASP,1,0
36685,3533,KFLV,small_airport,Sherman Army Air Field,39.3683013916,-94.9147033691,772,NA,US,US-KS,Fort Leavenworth,no,KFLV,FLV,FLV,http://www.lvks.org/department/division.php?structureid=141,https://en.wikipedia.org/wiki/Sherman_Army_Airfield,,KANSAS CITY APP/DEP,124.7,5905,100,PEM,1,0
36686,19878,KFLX,small_airport,Fallon Municipal Airport,39.4990997314,-118.749000549,3963,NA,US,US-NV,Fallon,no,KFLX,FLX,FLX,,https://en.wikipedia.org/wiki/Fallon_Municipal_Airport,,NAVY FALLON APP/DEP,120.85,5703,75,ASP,1,0
36687,3534,KFME,medium_airport,Tipton Airport,39.0853996277,-76.7593994141,150,NA,US,US-MD,Fort Meade(Odenton),no,KFME,FME,FME,http://tiptonairport.org/,https://en.wikipedia.org/wiki/Tipton_Airport,Fort George G. Meade Army Airfield,POTOMAC APP DEP,119.7,3000,75,ASP,1,0
36688,19879,KFMH,small_airport,Cape Cod Coast Guard Air Station,41.657899,-70.52163,131,NA,US,US-MA,Falmouth,no,KFMH,FMH,FMH,http://www.uscg.mil/d1/airstacapecod/,https://en.wikipedia.org/wiki/Coast_Guard_Air_Station_Cape_Cod,"Otis Airforce Base, Otis Air National Guard Base",CAPE APP,118.2,8000,200,PEM,1,0
36690,19881,KFMN,medium_airport,Four Corners Regional Airport,36.741199,-108.230003,5506,NA,US,US-NM,Farmington,no,KFMN,FMN,FMN,,https://en.wikipedia.org/wiki/Four_Corners_Regional_Airport,,ATIS,127.15,6500,150,ASP,1,0
36691,19882,KFMY,medium_airport,Page Field,26.58659935,-81.8632965088,17,NA,US,US-FL,Fort Myers,no,KFMY,FMY,FMY,http://www.flylcpa.com/aboutfmy,https://en.wikipedia.org/wiki/Page_Field,,FORT MYERS APP/DEP,126.8,6406,150,ASP,1,0
36692,19883,KFMZ,small_airport,Fairmont State Airport,40.586102,-97.573097,1636,NA,US,US-NE,Fairmont,no,KFMZ,,FMZ,,,,MINNEAPOLIS CNTR,119.4,3011,60,CON,0,0
36693,19884,KFNB,small_airport,Brenner Field,40.078800201416,-95.5920028686523,984,NA,US,US-NE,Falls City,no,KFNB,,FNB,,,,ASOS,119.27,3999,60,CON,1,0
36695,3535,KFNT,medium_airport,Bishop International Airport,42.9654006958008,-83.7435989379883,782,NA,US,US-MI,Flint,yes,KFNT,FNT,FNT,,https://en.wikipedia.org/wiki/Bishop_International_Airport,,FLINT APP/DEP,118.8,7201,150,ASP,1,0
36696,19886,KFOA,small_airport,Flora Municipal Airport,38.6649017333984,-88.4530029296875,473,NA,US,US-IL,Flora,no,KFOA,,FOA,,,,AWOS 3,120.175,5003,75,ASP,1,0
36697,3536,KFOD,medium_airport,Fort Dodge Regional Airport,42.55149841,-94.19259644,1156,NA,US,US-IA,Fort Dodge,yes,KFOD,FOD,FOD,,https://en.wikipedia.org/wiki/Fort_Dodge_Regional_Airport,,AWOS 3,118.775,6548,150,ASP,1,0
36698,3537,KFOE,medium_airport,Topeka Regional Airport,38.950901,-95.663597,1078,NA,US,US-KS,Topeka,no,KFOE,FOE,FOE,,https://en.wikipedia.org/wiki/Topeka_Regional_Airport,"Topeka Army Airfield, Forbes AFB, Forbes Field",KANSAS CITY CNTR,123.8,7000,150,CON,1,0
